id,keyword,phonetic_code
13552,neo-puzzling-festival circuit-whodunit-legacy,N1245
13553,late-century-visceral-introspective-melodrama-migration,L3253
13554,orbital-limited-release-the-cycle-of-violence-uprising,O6134
13555,synthetic-gritty-detective-afterimage,S5332
13556,virtual-wrongful accusation-mythological-adaptation-legacy,V6346
13557,climate-era-found footage-dreamscape-migration,C4536
13558,diaspora-olympic games-locker room-uprising,D2164
13559,algorithmic-cerebral-genetic engineering-afterimage,A4263
13560,memory-gritty-noir-legacy,M5626
13561,quantum-ancient artifact-high mountain range-migration,Q5355
13562,frontier-black-and-white-the-triumph-of-the-spirit-uprising,F6536
13563,augmented-box-office-hit-parent-child-bond-afterimage,A2553
13564,autonomous-survival trek-legacy,A3552
13565,deep-space-award-winning-the-duality-of-man-familial-dysfunction-migration,D1212
13566,networked-ominous-hidden-realm-uprising,N3623
13567,post-2050-the-search-for-belonging-rural-isolation-afterimage,P2326
13568,neo-critically-acclaimed-the-importance-of-connection-coming-of-age-journey-legacy,N2632
13569,late-century-slapstick-film-set-migration,L3253
13570,synthetic-first-hand-account-public-stage-protocol,S5332
13571,synthetic-awe-inspiring-ancient-prophecy-afterimage,S5332
13572,virtual-conspiratorial-kidnapping-legacy,V6342
13573,climate-era-episodic-live event-migration,C4536
13574,diaspora-director-cut-the-cost-of-ambition-familial-dysfunction-uprising,D2163
13575,algorithmic-urgent-metropolitan-underworld-detective-afterimage,A4263
13576,memory-demonic possession-theatrical release-legacy,M5635
13577,quantum-heartbreaking-political-drama-migration,Q5356
13578,frontier-magical-CGI-rendered-uprising,F6536
13579,augmented-hard-boiled-somber-serial-killer-afterimage,A2553
13580,autonomous-award-winning-the-corruption-of-power-corporate-espionage-legacy,A3552
13581,deep-space-non-stop-gritty-undercover operative-migration,D1212
13582,networked-cynical-police station-heist-uprising,N3623
13583,post-2050-the-fragility-of-life-political-intrigue-afterimage,P2316
13584,neo-heist-high-security-vault-suspenseful-legacy,N2322
13585,late-century-whimsical-theatrical-showtune-migration,L3253
13586,orbital-satire-corporate-office-heartwarming-uprising,O6134
13587,synthetic-slow-burn-franchise reboot-found footage-afterimage,S5332
13588,virtual-earnest-first-hand-account-legacy,V6346
13589,climate-era-biographical-public-protest-migration,C4536
13590,diaspora-romantic-comedy-small-town-uprising,D2166
13591,algorithmic-mythic-expedition team-afterimage,A4263
13592,quantum-observational-character study-alliance,Q5351
13593,quantum-creative-character-rigging-migration,Q5352
13594,frontier-stylized-space-colonization-tactical infiltration-uprising,F6536
13595,augmented-remastered-edition-the-inevitability-of-change-survival-against-odds-afterimage,A2553
13596,autonomous-critically-acclaimed-the-inevitability-of-change-urban-metropolis-legacy,A3552
13597,deep-space-award-winning-the-power-of-forgiveness-urban-metropolis-migration,D1212
13598,networked-the-triumph-of-the-spirit-uprising,N3623
13599,post-2050-honor-bound-sword fighting-afterimage,P2356
13600,neo-location-shot-vulnerable-generational-conflict-legacy,N4235
13601,late-century-box-office-hit-the-cycle-of-violence-political-intrigue-migration,L3253
13602,orbital-critically-acclaimed-espionage-uprising,O6134
13603,synthetic-extended-version-the-fragility-of-life-rural-isolation-afterimage,S5332
13604,virtual-independent-production-digital-frontier-lost civilization-legacy,V6345
13605,climate-era-breakout-performance-isolated-community-class-struggle-migration,C4536
13606,diaspora-complex-courtroom-detective-uprising,D2162
13607,algorithmic-artillery strike-World War I-afterimage,A4263
13608,memory-police-procedural-legacy,M5614
13609,quantum-vulnerable-bureaucratic-nightmare-legal-drama-migration,Q5351
13610,frontier-lighthearted-parody-uprising,F6536
13611,augmented-epic-uncharted territory-afterimage,A2553
13612,autonomous-audience-favorite-bureaucratic-nightmare-biopic-legacy,A3552
13613,deep-space-mistaken identity-metropolitan-migration,D1212
13614,networked-chilling-isolated cabin-assassination attempt-uprising,N3623
13615,post-2050-whimsical-parallel-dimension-satire-afterimage,P2352
13616,neo-urgent-police station-espionage-legacy,N6253
13617,late-century-cerebral-cyborg-migration,L3253
13618,orbital-band formation-television special-uprising,O6134
13619,synthetic-investigative-remote-wilderness-candid-afterimage,S5332
13620,virtual-witty-buddy-cop-legacy,V6343
13621,climate-era-hard-boiled-metropolitan-underworld-heist-migration,C4536
13622,diaspora-star-studded-secret-society-prison-break-uprising,D2162
13623,algorithmic-award-winning-the-illusion-of-control-political-intrigue-afterimage,A4263
13624,memory-ominous-isolated cabin-legacy,M5655
13625,quantum-hardboiled-late-night-viewing-urban-underworld-migration,Q5356
13626,frontier-breakout-performance-isolated-community-class-struggle-uprising,F6536
13627,augmented-imaginative-CGI-rendered-afterimage,A2553
13628,autonomous-heavy-moral-dilemma-character-study-legacy,A3552
13629,deep-space-recruitment-press conference-migration,D1212
13630,networked-motion-capture-abstract-dimension-fluid-uprising,N3623
13631,post-2050-gritty-family-saga-afterimage,P2326
13632,neo-cult-classic-the-illusion-of-control-political-intrigue-legacy,N2432
13633,late-century-limited-release-the-inevitability-of-change-coming-of-age-journey-migration,L3253
13634,orbital-ancient-civilization-educational-curriculum-docudrama-uprising,O6134
13635,synthetic-buddy-cop-high-school-heartwarming-afterimage,S5332
13636,virtual-director-cut-the-inevitability-of-change-coming-of-age-journey-legacy,V6343
13637,climate-era-remastered-edition-the-burden-of-legacy-familial-dysfunction-migration,C4536
13638,algorithmic-posthumous-release-sarcastic-midlife-crisis-protocol,A4263
13639,algorithmic-visceral-historical-setting-period-piece-afterimage,A4263
13640,memory-lighthearted-buddy-cop-legacy,M5642
13641,quantum-jump-scare heavy-midnight screening-supernatural entity-migration,Q5352
13642,frontier-suspenseful-detective investigation-uprising,F6536
13643,augmented-vivid-isolated-community-lighting-pass-afterimage,A2553
13644,autonomous-cynical-noir-legacy,A3552
13645,deep-space-wistful-wilderness-exploration-second chance-migration,D1212
13646,networked-visceral-family-home-medical-drama-uprising,N3623
13647,post-2050-investigative-government-archives-unfiltered-afterimage,P2351
13648,neo-sentimental-childhood sweethearts-legacy,N2535
13649,late-century-independent-production-hopeful-wilderness navigation-migration,L3253
13650,orbital-inspirational-music industry exposé-uprising,O6134
13651,synthetic-silent-film-style-workplace-drama-afterimage,S5332
13652,virtual-high-budget-spectacle-the-duality-of-man-legacy,V6342
13653,climate-era-somber-technological-singularity-moral-dilemma-migration,C4536
13654,diaspora-social-realism-corporate-office-uprising,D2162
13655,algorithmic-award-winning-the-illusion-of-control-coming-of-age-journey-afterimage,A4263
13656,memory-earnest-period-piece-legacy,M5665
13657,quantum-critically-acclaimed-smoke-filled-room-migration,Q5352
13658,frontier-slapstick-suburban-neighborhood-uprising,F6536
13659,augmented-the-power-of-forgiveness-quest-for-redemption-afterimage,A2553
13660,autonomous-observational-narrative vignette-legacy,A3552
13661,deep-space-neo-noir-abandoned building-detective investigation-migration,D1212
13662,networked-energetic-digital release-music industry exposé-uprising,N3623
13663,post-2050-high-fantasy-medieval-setting-afterimage,P2321
13664,late-century-crime-focused-detective investigation-alliance,L3253
13665,late-century-box-office-hit-locked room puzzle-migration,L3253
13666,orbital-contemporary-university campus-arranged marriage-uprising,O6134
13667,virtual-behind-the-scenes-biographical documentary-compact,V6341
13668,virtual-survival horror-legacy,V6342
13669,climate-era-wholesome-playful-sibling-rivalry-migration,C4536
13670,diaspora-gritty-government agency-assassination attempt-uprising,D2162
13671,algorithmic-relentless-heist sequence-afterimage,A4263
13672,memory-serious-archival-footage-legacy,M5626
13673,quantum-ethereal-mythology-adaptation-mythical-beast-migration,Q5353
13674,frontier-character-driven-introspective-period-piece-uprising,F6536
13675,autonomous-otherworldly-enchanted-forest-compact,A3552
13676,autonomous-sibling-rivalry-family-night-legacy,A3552
13677,deep-space-disturbing-subconscious mind-found footage-migration,D1212
13678,networked-vast-ancient artifact-uprising,N3623
13679,post-2050-earnest-historical-setting-melodrama-afterimage,P2365
13680,neo-cinematic-tour footage-legacy,N2553
13681,late-century-cult-classic-the-fragility-of-life-coming-of-age-journey-migration,L3253
13682,orbital-visceral-war-torn region-mercenary contract-uprising,O6134
13683,synthetic-heartwarming-whimsical-parody-afterimage,S5332
13684,virtual-dystopian-vision-urban-metropolis-love triangle-legacy,V6343
13685,climate-era-atmospheric-slasher-migration,C4536
13686,diaspora-cynical-isolated cabin-assassination attempt-uprising,D2162
13687,algorithmic-atmospheric-dark-alleyway-undercover-afterimage,A4263
13688,memory-theatrical-original song score-legacy,M5633
13689,quantum-menacing-hostage situation-migration,Q5355
13690,frontier-hardboiled-late-night-viewing-urban-underworld-uprising,F6536
13691,augmented-hidden-realm-afterimage,A2553
13692,autonomous-heavy-historical-setting-period-piece-legacy,A3552
13693,deep-space-cgi-intensive-melancholic-addiction-recovery-migration,D1212
13694,networked-direct-to-video-the-burden-of-legacy-uprising,N3623
13695,post-2050-genetic engineering-research laboratory-afterimage,P2325
13696,neo-feature-length-the-power-of-forgiveness-post-apocalyptic-landscape-legacy,N1364
13697,late-century-spaghetti-cynical-gold rush-migration,L3253
13698,orbital-bittersweet-war-torn setting-arranged marriage-uprising,O6134
13699,synthetic-quirky-micro-budget-afterimage,S5332
13700,virtual-the-resilience-of-the-human-will-legacy,V6343
13701,climate-era-relentless-international border-heist sequence-migration,C4536
13702,diaspora-gritty-melodrama-uprising,D2162
13703,algorithmic-technicolor-restoration-the-burden-of-legacy-afterimage,A4263
13704,memory-the-nature-of-humanity-legacy,M5635
13705,quantum-dark-fantasy-dramatic-cursed-artifact-migration,Q5353
13706,frontier-sword-and-sorcery-world-building-chosen-one-uprising,F6536
13707,augmented-private investigator-afterimage,A2553
13708,autonomous-award-winning-the-importance-of-connection-corporate-espionage-legacy,A3552
13709,deep-space-feature-length-the-fragility-of-life-rural-isolation-migration,D1212
13710,networked-satirical-satire-uprising,N3623
13711,post-2050-twisty-detective investigation-afterimage,P2323
13712,neo-explosive demolition-hostile territory-kinetic-legacy,N2142
13713,late-century-mysterious-cinematic-universe-ancient-prophecy-migration,L3253
13714,orbital-remastered-edition-the-corruption-of-power-post-apocalyptic-landscape-uprising,O6134
13715,synthetic-cinematic-mythological quest-afterimage,S5332
13716,virtual-grand-treacherous terrain-legacy,V6342
13717,climate-era-psychological-study-hospital-visceral-migration,C4536
13718,diaspora-utopian-ideal-melancholic-workplace-drama-uprising,D2163
13719,algorithmic-dusty-cynical-saloon brawl-afterimage,A4263
13720,memory-masked-team assembly-legacy,M5652
13721,quantum-feature-length-the-inevitability-of-change-coming-of-age-journey-migration,Q5351
13722,frontier-neo-noir-crime-scene-undercover-uprising,F6536
13723,augmented-poignant-university-period-piece-afterimage,A2553
13724,autonomous-emotional-romantic-drama-legacy,A3552
13725,deep-space-romantic-comedy-high-school-witty-migration,D1212
13726,networked-zany-high-school-screwball-uprising,N3623
13727,post-2050-found footage-afterimage,P2315
13728,neo-direct-to-video-the-cost-of-ambition-post-apocalyptic-landscape-legacy,N3623
13729,late-century-enchanted-forest-world-building-migration,L3253
13730,orbital-whimsical-romantic-comedy-uprising,O6134
13731,synthetic-uncharted territory-unmapped wilderness-afterimage,S5332
13732,virtual-cynical-metropolitan-underworld-mafia-legacy,V6342
13733,climate-era-zombie outbreak-migration,C4536
13734,diaspora-the-importance-of-connection-forbidden-romance-uprising,D2163
13735,algorithmic-direct-to-video-the-corruption-of-power-rural-isolation-afterimage,A4263
13736,memory-the-nature-of-humanity-survival-against-odds-legacy,M5635
13737,quantum-direct-to-video-the-nature-of-humanity-coming-of-age-journey-migration,Q5353
13738,frontier-coming-of-age-uprising,F6536
13739,augmented-visceral-earnest-family-saga-afterimage,A2553
13740,autonomous-rhythmic-concert film-legacy,A3552
13741,deep-space-retro-futuristic-deep space-artificial intelligence-migration,D1212
13742,networked-gentle-holiday-release-parent-child-bond-uprising,N3623
13743,post-2050-mining camp-afterimage,P2355
13744,neo-non-stop-urgent-tactical infiltration-legacy,N5523
13745,late-century-poignant-university-political-drama-migration,L3253
13746,orbital-earnest-family-home-family-saga-uprising,O6134
13747,synthetic-dramatic-artistic-pursuit-grief-counseling-afterimage,S5332
13748,virtual-educational-animated-feature-legacy,V6343
13749,climate-era-love triangle-migration,C4536
13750,diaspora-box-office-hit-the-importance-of-connection-corporate-espionage-uprising,D2161
13751,algorithmic-contemporary-rural village-long-distance relationship-afterimage,A4263
13752,memory-invulnerability-legacy,M5651
13753,quantum-competitive-locker room-injury recovery-migration,Q5352
13754,frontier-epic-mythological quest-uprising,F6536
13755,augmented-space opera-parallel earth-nanotechnology-afterimage,A2553
13756,autonomous-limited-release-the-corruption-of-power-survival-against-odds-legacy,A3552
13757,deep-space-interstellar travel-asteroid belt-cyberpunk-migration,D1212
